Country,Job Title,Age,Quantity,Percentage
Greece,No Full-Time Job,31,2,0.02%
Spain,Data Miner,42,2,0.02%
Poland,Databases Software Consultant,45,2,0.02%
Germany,Database Specialist,33,2,0.02%
Poland,Databases Software Consultant,46,2,0.02%
Romania,No Full-Time Job,25,2,0.02%
Poland,No Full-Time Job,49,2,0.02%
France,Database Development and Administration Project Manager,40,2,0.02%
Hungary,No Full-Time Job,24,2,0.02%
France,Database Development and Administration Project Manager,43,2,0.02%
Spain,Data Modeling Specialist,49,2,0.02%
France,Geographic Information Systems Data Administrator (GIS Data Administrator),47,2,0.02%
Spain,Data Warehouse Architect,45,2,0.02%
France,Database Engineer,44,2,0.02%
Spain,Data Warehouse Architect,41,2,0.02%
Spain,Data Warehouse Analyst,41,2,0.02%
Greece,No Full-Time Job,35,2,0.02%
Spain,Data Warehousing Specialist,52,2,0.02%
France,Database Design Analyst,24,2,0.02%
Greece,No Full-Time Job,38,2,0.02%
Spain,Database Development and Administration Project Manager,25,2,0.02%
France,Database Administration Associate,47,2,0.02%
Hungary,Data Administrator,39,2,0.02%
Spain,Database Coordinator,34,2,0.02%
France,Database Architect,49,2,0.02%
Poland,Database Software Technician,43,2,0.02%
Greece,No Full-Time Job,57,2,0.02%
Poland,Database Tester,25,2,0.02%
Greece,No Full-Time Job,49,2,0.02%
Germany,Data Processing Auditor,51,2,0.02%
Portugal,No Full-Time Job,50,2,0.02%
France,Database Coordinator,41,2,0.02%
Greece,No Full-Time Job,42,2,0.02%
Germany,Data Processing Auxiliary Equipment Operator,35,2,0.02%
Romania,No Full-Time Job,36,2,0.02%
Poland,Director of Data Operations,41,2,0.02%
Spain,Data Technician,42,2,0.02%
Romania,No Full-Time Job,19,2,0.02%
Spain,Data Processing Systems Analyst,39,2,0.02%
Greece,Data Processing Consultant,40,2,0.02%
Portugal,No Full-Time Job,44,2,0.02%
Germany,Data Processing Manager,48,2,0.02%
Portugal,No Full-Time Job,40,2,0.02%
Germany,Data Processing Systems Project Planner,51,2,0.02%
Spain,Data Processing Manager,42,2,0.02%
Spain,Data Processing Manager,40,2,0.02%
Portugal,No Full-Time Job,20,2,0.02%
France,Electronic Data Interchange System Developer (EDI System Developer),43,2,0.02%
Portugal,No Full-Time Job,31,2,0.02%
Portugal,No Full-Time Job,30,2,0.02%
Romania,Geographic Information Systems Data Manager (GIS Data Manager),47,2,0.02%
Germany,Database Security Expert,41,2,0.02%
France,Electronic Data Processing Auditor (EDP Auditor),40,2,0.02%
Germany,Database Software Technician,20,2,0.02%
Poland,No Full-Time Job,40,2,0.02%
France,Databases Software Consultant,31,2,0.02%
Greece,Databases Computer Consultant,38,2,0.02%
Spain,Data Processing Systems Analyst,45,2,0.02%
Romania,No Full-Time Job,14,2,0.02%
France,Database Modeler,42,2,0.02%
France,Database Modeler,46,2,0.02%
Spain,Data Security Analyst,48,2,0.02%
Greece,Database Manager,39,2,0.02%
France,Database Security Administrator,40,2,0.02%
Poland,Geographic Information Systems Data Manager (GIS Data Manager),45,2,0.02%
France,Database Security Expert,45,2,0.02%
France,Database Software Technician,30,2,0.02%
Poland,Geographic Information Systems Data Specialist (GIS Data Specialist),41,2,0.02%
Spain,Data Scientist,40,2,0.02%
France,Database Software Technician,45,2,0.02%
France,Database Tester,30,2,0.02%
France,Database Tester,33,2,0.02%
France,Databases Computer Consultant,46,2,0.02%
Spain,Database Development and Administration Project Manager,38,2,0.02%
Spain,Database Development and Administration Project Manager,40,2,0.02%
Spain,Database Development and Administration Project Manager,45,2,0.02%
Poland,Data Warehouse Developer,32,2,0.02%
Germany,Data Officer,29,2,0.02%
Hungary,No Full-Time Job,14,2,0.02%
Germany,Database Management System Specialist (DBMS Specialist),35,2,0.02%
Poland,Data Warehouse Specialist,28,2,0.02%
Germany,Database Management System Specialist (DBMS Specialist),39,2,0.02%
Spain,Electronic Data Processing Auditor (EDP Auditor),40,2,0.02%
Germany,Database Management System Specialist (DBMS Specialist),42,2,0.02%
Germany,Data Storage Specialist,32,2,0.02%
Romania,No Full-Time Job,57,2,0.02%
Germany,Database Management System Specialist (DBMS Specialist),56,2,0.02%
France,Data Processing Manager,45,2,0.02%
Germany,Data Security Analyst,39,2,0.02%
Spain,Director of Data Operations,30,2,0.02%
Germany,Data Officer,40,2,0.02%
France,Data Scientist,44,2,0.02%
Hungary,No Full-Time Job,16,2,0.02%
Germany,Data Storage Specialist,52,2,0.02%
France,Data Security Administrator,59,2,0.02%
Germany,Data Systems Manager,32,2,0.02%
France,Data Officer,29,2,0.02%
Hungary,No Full-Time Job,23,2,0.02%
Germany,Databases Software Consultant,44,2,0.02%
Spain,Geographic Information Systems Data Administrator (GIS Data Administrator),41,2,0.02%
France,Data Officer,40,2,0.02%
France,Data Officer,43,2,0.02%
France,Data Officer,44,2,0.02%
Germany,Data Miner,44,2,0.02%
Portugal,No Full-Time Job,22,2,0.02%
Romania,SQL Database Administrator,47,2,0.02%
France,Data Operations Director,24,2,0.02%
Germany,Databases Computer Consultant,32,2,0.02%
Germany,Data Systems Manager,35,2,0.02%
Romania,No Full-Time Job,60,2,0.02%
Germany,Data Officer,25,2,0.02%
France,Data Security Administrator,53,2,0.02%
Germany,Database Manager,33,2,0.02%
Romania,No Full-Time Job,39,2,0.02%
Poland,Oracle Database Administrator (Oracle DBA),26,2,0.02%
Spain,Data Management Associate,40,2,0.02%
Romania,Databases Software Consultant,41,2,0.02%
Spain,Data Management Associate,42,2,0.02%
Spain,Database Manager,40,2,0.02%
Germany,Data Scientist,36,2,0.02%
Germany,Data Operations Director,49,2,0.02%
Poland,No Full-Time Job,64,2,0.02%
Poland,Database Engineer,35,2,0.02%
Poland,Database Management System Specialist (DBMS Specialist),33,2,0.02%
France,Data Warehouse Specialist,35,2,0.02%
France,Data Warehouse Specialist,41,2,0.02%
Poland,Database Manager,39,2,0.02%
Spain,Database Engineer,59,2,0.02%
Spain,Database Engineer,32,2,0.02%
France,Data Warehousing Manager,41,2,0.02%
Germany,Database Marketing Analyst,49,2,0.02%
Germany,SCADA Operator (Supervisory Control and Data Acquisition Operator),20,2,0.02%
Poland,Database Design Analyst,30,2,0.02%
Spain,Database Manager,43,2,0.02%
France,Data Storage Specialist,44,2,0.02%
France,Data Storage Specialist,49,2,0.02%
Romania,No Full-Time Job,49,2,0.02%
Spain,Database Security Expert,36,2,0.02%
Germany,No Full-Time Job,62,2,0.02%
Spain,Database Security Administrator,36,2,0.02%
Germany,Database Manager,40,2,0.02%
Poland,Database Development and Administration Project Manager,29,2,0.02%
Spain,Database Marketing Analyst,34,2,0.02%
Germany,Oracle Database Administrator (Oracle DBA),30,2,0.02%
Germany,Oracle Database Administrator (Oracle DBA),33,2,0.02%
Spain,Data Coordinator,39,2,0.02%
Germany,Oracle Database Administrator (Oracle DBA),42,2,0.02%
Germany,Data Security Administrator,37,2,0.02%
Spain,Data Coordinator,49,2,0.02%
Germany,Automatic Data Processing Customer Liaison (ADP Customer Liaison),23,2,0.02%
Hungary,No Full-Time Job,50,2,0.02%
Italy,Data Warehouse Architect,44,2,0.02%
Czechia,No Full-Time Job,39,2,0.02%
United Kingdom,Data Miner,27,2,0.02%
Netherlands,No Full-Time Job,54,2,0.02%
Czechia,No Full-Time Job,21,2,0.02%
Czechia,No Full-Time Job,29,2,0.02%
Italy,Data Officer,35,2,0.02%
United Kingdom,Data Management Associate,45,2,0.02%
Netherlands,No Full-Time Job,61,2,0.02%
Belgium,No Full-Time Job,22,2,0.02%
Czechia,No Full-Time Job,42,2,0.02%
Czechia,No Full-Time Job,45,2,0.02%
Czechia,No Full-Time Job,47,2,0.02%
Czechia,No Full-Time Job,48,2,0.02%
Belgium,No Full-Time Job,21,2,0.02%
Belgium,No Full-Time Job,20,2,0.02%
Czechia,No Full-Time Job,16,2,0.02%
Czechia,No Full-Time Job,14,2,0.02%
Belgium,No Full-Time Job,14,2,0.02%
Belgium,No Full-Time Job,32,2,0.02%
Czechia,Director of Data Operations,44,2,0.02%
United Kingdom,Data Officer,42,2,0.02%
Netherlands,No Full-Time Job,38,2,0.02%
Italy,Data Processing Auditor,53,2,0.02%
Italy,Data Processing Auditor,45,2,0.02%
Netherlands,No Full-Time Job,40,2,0.02%
United Kingdom,Data Modeling Specialist,42,2,0.02%
Belgium,No Full-Time Job,24,2,0.02%
Czechia,Head of Information Systems and Data Processing,38,2,0.02%
Belgium,No Full-Time Job,31,2,0.02%
Netherlands,No Full-Time Job,42,2,0.02%
Belgium,No Full-Time Job,26,2,0.02%
Belgium,No Full-Time Job,25,2,0.02%
United Kingdom,Data Modeling Specialist,29,2,0.02%
Italy,Data Modeling Specialist,43,2,0.02%
Italy,Data Modeling Specialist,41,2,0.02%
Belgium,No Full-Time Job,43,2,0.02%
Denmark,No Full-Time Job,17,2,0.02%
United Kingdom,Electronic Data Interchange System Developer (EDI System Developer),53,2,0.02%
Poland,Automatic Data Processing Systems Security Specialist (ADP Systems Security),25,2,0.02%
United Kingdom,Data Administrator,43,2,0.02%
United Kingdom,"Engineer, System Electronic Data Processing (Engineer, System EDP)",40,2,0.02%
Poland,Computer or Data Processing Systems Consultant,31,2,0.02%
Denmark,No Full-Time Job,14,2,0.02%
Italy,Data Coordinator,27,2,0.02%
United Kingdom,Electronic Data Interchange System Developer (EDI System Developer),38,2,0.02%
Denmark,No Full-Time Job,21,2,0.02%
Italy,"Engineer, System Electronic Data Processing (Engineer, System EDP)",46,2,0.02%
Denmark,No Full-Time Job,23,2,0.02%
Poland,Data Administrator,24,2,0.02%
Italy,"Engineer, System Electronic Data Processing (Engineer, System EDP)",48,2,0.02%
Belgium,Data Warehouse Specialist,36,2,0.02%
United Kingdom,Data Base Design Analyst,31,2,0.02%
Italy,Electronic Data Interchange System Developer (EDI System Developer),29,2,0.02%
United Kingdom,Data Entry Operator,49,2,0.02%
United Kingdom,Database Tester,49,2,0.02%
Italy,Data Modeling Specialist,39,2,0.02%
Italy,Data Miner,54,2,0.02%
Poland,Analytical Data Miner,45,2,0.02%
Italy,Data Miner,40,2,0.02%
United Kingdom,Data Coordinator,39,2,0.02%
United Kingdom,Database Tester,46,2,0.02%
Latvia,No Full-Time Job,30,2,0.02%
Italy,Director of Data Operations,44,2,0.02%
United Kingdom,Data Compiler,31,2,0.02%
Poland,Automatic Data Processing Customer Liaison (ADP Customer Liaison),33,2,0.02%
United Kingdom,Data Communications Software Consultant,50,2,0.02%
United Kingdom,Data Communications Software Consultant,40,2,0.02%
Italy,Director of Data Operations,40,2,0.02%
Denmark,Data Processing Consultant,41,2,0.02%
United Kingdom,Database Specialist,39,2,0.02%
Belgium,No Full-Time Job,44,2,0.02%
Denmark,No Full-Time Job,33,2,0.02%
Bulgaria,No Full-Time Job,31,2,0.02%
Italy,Database Architect,34,2,0.02%
Italy,Database Architect,41,2,0.02%
Bulgaria,No Full-Time Job,65,2,0.02%
Bulgaria,No Full-Time Job,52,2,0.02%
Bulgaria,No Full-Time Job,40,2,0.02%
Bulgaria,No Full-Time Job,34,2,0.02%
United Kingdom,Database Consultant,43,2,0.02%
Italy,Database Administration Manager,42,2,0.02%
Italy,Data Warehouse Analyst,50,2,0.02%
Italy,Database Coordinator,43,2,0.02%
Italy,Database Design Analyst,29,2,0.02%
Italy,Database Design Analyst,38,2,0.02%
Italy,Database Designer,44,2,0.02%
Italy,Database Development and Administration Project Manager,39,2,0.02%
Sweden,No Full-Time Job,48,2,0.02%
Cyprus,No Full-Time Job,16,2,0.02%
Netherlands,Database Marketing Analyst,50,2,0.02%
Croatia,No Full-Time Job,26,2,0.02%
Italy,Data Warehousing Manager,35,2,0.02%
United Kingdom,Data Warehousing Manager,24,2,0.02%
United Kingdom,Data Warehouse Specialist,26,2,0.02%
United Kingdom,Data Warehousing Specialist,46,2,0.02%
Italy,Data Warehousing Specialist,45,2,0.02%
Croatia,No Full-Time Job,23,2,0.02%
Croatia,No Full-Time Job,29,2,0.02%
Italy,Data Warehouse Developer,47,2,0.02%
United Kingdom,Database Administration Associate,22,2,0.02%
Croatia,No Full-Time Job,35,2,0.02%
United Kingdom,Data Warehouse Architect,48,2,0.02%
United Kingdom,Data Warehouse Architect,43,2,0.02%
Italy,Database Administration Manager,25,2,0.02%
Croatia,No Full-Time Job,63,2,0.02%
Italy,Database Development and Administration Project Manager,50,2,0.02%
Italy,Database Engineer,43,2,0.02%
Belgium,No Full-Time Job,45,2,0.02%
Belgium,No Full-Time Job,51,2,0.02%
United Kingdom,Data Processing Systems Analyst,52,2,0.02%
Italy,Database Security Expert,42,2,0.02%
United Kingdom,Data Processing Systems Analyst,42,2,0.02%
Italy,Database Software Technician,36,2,0.02%
Czechia,Data Warehousing Manager,30,2,0.02%
Italy,Data Processor,43,2,0.02%
Belgium,No Full-Time Job,47,2,0.02%
Czechia,Data Storage Specialist,51,2,0.02%
Czechia,Database Consultant,30,2,0.02%
Belgium,No Full-Time Job,46,2,0.02%
Italy,Data Processing Systems Project Planner,43,2,0.02%
Italy,Data Processing Systems Project Planner,19,2,0.02%
Netherlands,No Full-Time Job,23,2,0.02%
United Kingdom,Data Processing Auditor,44,2,0.02%
United Kingdom,Data Processing Systems Analyst,59,2,0.02%
Italy,Database Security Expert,40,2,0.02%
Italy,Database Management System Specialist (DBMS Specialist),42,2,0.02%
Italy,Database Marketing Analyst,32,2,0.02%
Italy,Data Systems Manager,44,2,0.02%
United Kingdom,Database Engineer,47,2,0.02%
United Kingdom,Database Management System Specialist (DBMS Specialist),47,2,0.02%
United Kingdom,Database Manager,40,2,0.02%
United Kingdom,Database Manager,44,2,0.02%
United Kingdom,Database Manager,54,2,0.02%
Italy,Data Security Analyst,48,2,0.02%
Italy,Database Security Administrator,45,2,0.02%
United Kingdom,Database Modeler,44,2,0.02%
United Kingdom,Database Modeler,48,2,0.02%
Czechia,Data Processing Systems Project Planner,41,2,0.02%
Lithuania,No Full-Time Job,19,2,0.02%
Italy,Database Security Administrator,42,2,0.02%
Italy,Data Scientist,37,2,0.02%
Denmark,No Full-Time Job,31,2,0.02%
Belgium,No Full-Time Job,30,2,0.02%
United Kingdom,Automatic Data Processing Systems Security Specialist (ADP Systems Security),40,2,0.02%
Poland,Data Communications Analyst,43,2,0.02%
United Kingdom,Automatic Data Processing Customer Liaison (ADP Customer Liaison),43,2,0.02%
Italy,Data Base Design Analyst,42,2,0.02%
Belgium,Automatic Data Processing Planner,43,2,0.02%
Italy,No Full-Time Job,63,2,0.02%
Italy,Geographic Information Systems Database Administrator (GIS Database Administrator),44,2,0.02%
United Kingdom,Internet Database Specialist,38,2,0.02%
Belgium,Data Management Information Technology Specialist,40,2,0.02%
United Kingdom,Head of Information Systems and Data Processing,40,2,0.02%
United Kingdom,Automatic Data Processing Planner,42,2,0.02%
Austria,No Full-Time Job,64,2,0.02%
United Kingdom,Automatic Data Processing Planner,44,2,0.02%
Poland,Data Architect,31,2,0.02%
United Kingdom,Computer or Data Processing Systems Consultant,29,2,0.02%
Poland,Data Communications Analyst,41,2,0.02%
United Kingdom,Computer or Data Processing Systems Consultant,45,2,0.02%
Italy,SQL Database Administrator,44,2,0.02%
Austria,No Full-Time Job,47,2,0.02%
Italy,Geographic Information Systems Data Specialist (GIS Data Specialist),28,2,0.02%
United Kingdom,Automatic Data Processing Planner (ADP Planner),45,2,0.02%
Austria,No Full-Time Job,36,2,0.02%
Sweden,No Full-Time Job,51,2,0.02%
Italy,Data Communications Analyst,40,2,0.02%
Poland,Data Base Design Analyst,49,2,0.02%
United Kingdom,Head of Information Systems and Data Processing,41,2,0.02%
Belgium,Data Security Administrator,40,2,0.02%
Italy,Internet Database Specialist,42,2,0.02%
Lithuania,No Full-Time Job,37,1,0.01%
Romania,Data Entry Clerk,43,1,0.01%
Lithuania,No Full-Time Job,21,1,0.01%
Lithuania,No Full-Time Job,42,1,0.01%
Romania,Data Coordinator,28,1,0.01%
Lithuania,No Full-Time Job,38,1,0.01%
Lithuania,Maintenance Data Analyst,52,1,0.01%
Romania,Data Coordinator,41,1,0.01%
Lithuania,No Full-Time Job,32,1,0.01%
Lithuania,No Full-Time Job,20,1,0.01%
Lithuania,No Full-Time Job,31,1,0.01%
Lithuania,No Full-Time Job,22,1,0.01%
Lithuania,No Full-Time Job,29,1,0.01%
Romania,Data Coordinator,30,1,0.01%
Lithuania,No Full-Time Job,25,1,0.01%
Lithuania,No Full-Time Job,23,1,0.01%
Italy,Voice and Data Technician,50,1,0.01%
Romania,Data Entry Operator,31,1,0.01%
Luxembourg,Automatic Data Processing Systems Security Specialist (ADP Systems Security),32,1,0.01%
Romania,Data Entry Technician,49,1,0.01%
Luxembourg,No Full-Time Job,15,1,0.01%
Luxembourg,Geographic Information Systems Database Administrator (GIS Database Administrator),39,1,0.01%
Luxembourg,Database Security Administrator,26,1,0.01%
Luxembourg,Database Design Analyst,32,1,0.01%
Luxembourg,Data Storage Specialist,55,1,0.01%
Luxembourg,Data Processing Auditor,43,1,0.01%
Italy,No Full-Time Job,60,1,0.01%
Romania,Data Entry Technician,44,1,0.01%
Luxembourg,Data Conversion Operator,44,1,0.01%
Luxembourg,Data Communications Software Consultant,35,1,0.01%
Luxembourg,Automatic Data Processing Systems Security Specialist (ADP Systems Security),21,1,0.01%
Lithuania,No Full-Time Job,43,1,0.01%
Lithuania,Voice and Data Technician,40,1,0.01%
Romania,Data Entry Supervisor,43,1,0.01%
Lithuania,SQL Database Administrator,40,1,0.01%
Lithuania,Oracle Database Administrator (Oracle DBA),24,1,0.01%
Lithuania,No Full-Time Job,57,1,0.01%
Lithuania,No Full-Time Job,53,1,0.01%
Romania,Data Entry Specialist,44,1,0.01%
Lithuania,No Full-Time Job,51,1,0.01%
Romania,Data Communications Software Consultant,47,1,0.01%
Romania,Data Entry Representative,40,1,0.01%
Lithuania,No Full-Time Job,47,1,0.01%
Romania,Data Compiler,44,1,0.01%
Poland,Voice and Data Technician,23,1,0.01%
Lithuania,Internet Database Specialist,65,1,0.01%
Lithuania,Electronic Data Processing Auditor (EDP Auditor),40,1,0.01%
Portugal,Data Administrator,31,1,0.01%
Portugal,Data Administrator,34,1,0.01%
Portugal,Data Administrator,45,1,0.01%
Lithuania,Database Security Administrator,50,1,0.01%
Portugal,Data Administrator,46,1,0.01%
Lithuania,Database Manager,45,1,0.01%
Lithuania,Database Management System Specialist (DBMS Specialist),43,1,0.01%
Portugal,Data Administrator,52,1,0.01%
Portugal,Data Architect,28,1,0.01%
Portugal,Data Architect,35,1,0.01%
Portugal,Data Base Design Analyst,46,1,0.01%
Portugal,Data Base Design Analyst,53,1,0.01%
Portugal,Data Capture Clerk,40,1,0.01%
Romania,Data Center Operator,23,1,0.01%
Portugal,Data Capture Clerk,47,1,0.01%
Lithuania,Database Designer,46,1,0.01%
Portugal,Data Center Operator,35,1,0.01%
Romania,Data Base Design Analyst,45,1,0.01%
Romania,Data Base Design Analyst,25,1,0.01%
Portugal,Data Collector,53,1,0.01%
Lithuania,Database Design Analyst,38,1,0.01%
Lithuania,Database Administration Manager,22,1,0.01%
Portugal,Data Communications Analyst,27,1,0.01%
Lithuania,Data Warehouse Specialist,41,1,0.01%
Portugal,Data Communications Analyst,29,1,0.01%
Lithuania,Data Warehouse Architect,40,1,0.01%
Portugal,Data Communications Software Consultant,23,1,0.01%
Portugal,Computer or Data Processing Systems Consultant,46,1,0.01%
Portugal,Computer or Data Processing Systems Consultant,41,1,0.01%
Portugal,Computer or Data Processing Systems Consultant,29,1,0.01%
Portugal,Automatic Data Processing Customer Liaison (ADP Customer Liaison),42,1,0.01%
Lithuania,Electronic Data Processing Auditor (EDP Auditor),28,1,0.01%
Lithuania,Director of Data Operations,46,1,0.01%
Lithuania,Databases Software Consultant,40,1,0.01%
Romania,Data Input Clerk,40,1,0.01%
Poland,Weight in Motion Field Data Collection Technician,45,1,0.01%
Portugal,Analytical Data Miner,33,1,0.01%
Lithuania,Databases Software Consultant,30,1,0.01%
Romania,Data Communications Analyst,39,1,0.01%
Portugal,Automatic Data Processing Customer Liaison (ADP Customer Liaison),24,1,0.01%
Portugal,Automatic Data Processing Customer Liaison (ADP Customer Liaison),40,1,0.01%
Romania,Data Collection Technician,47,1,0.01%
Lithuania,Database Specialist,37,1,0.01%
Portugal,Automatic Data Processing Planner,33,1,0.01%
Portugal,Clinical Data Specialist,45,1,0.01%
Portugal,Automatic Data Processing Planner (ADP Planner),54,1,0.01%
Romania,Data Collection Technician,41,1,0.01%
Portugal,Automatic Data Processing Systems Security Specialist (ADP Systems Security),20,1,0.01%
Romania,Data Coder Operator,40,1,0.01%
Romania,Data Center Operator,60,1,0.01%
Portugal,Automatic Data Processing Systems Security Specialist (ADP Systems Security),26,1,0.01%
Portugal,Automatic Data Processing Systems Security Specialist (ADP Systems Security),43,1,0.01%
Portugal,Automatic Data Processing Systems Security Specialist (ADP Systems Security),45,1,0.01%
Portugal,Automatic Data Processing Systems Security Specialist (ADP Systems Security),46,1,0.01%
Portugal,Clinical Data Coordinator,29,1,0.01%
Portugal,Clinical Data Management Associate Director,30,1,0.01%
Portugal,Clinical Data Manager,49,1,0.01%
Luxembourg,No Full-Time Job,23,1,0.01%
Malta,No Full-Time Job,61,1,0.01%
Malta,Data Scientist,40,1,0.01%
Poland,Survey Data Technician,42,1,0.01%
Poland,Oracle Database Administrator (Oracle DBA),25,1,0.01%
Netherlands,Data Processing Consultant,46,1,0.01%
Poland,Oracle Database Administrator (Oracle DBA),30,1,0.01%
